Name,Parents,Genetics,THC,CBD,Smell & flavour,Effect
Critical Kush,Critical+ x OG Kush,Indica (90-100%),20-25%,1-2%,"['Woody', 'Lemon', 'Citrus', 'Spicy', 'Earthy']","['Strong', 'Long-lasting', 'Body-buzz', 'Relaxed', 'Calming']"
Critical Lemon,Citral Skunk x Critical,Indica-dominant,19%,Unknown,"['Lemon', 'Citrus', 'Grapefruit']","['Happy', 'Relaxed', 'Body-buzz']"
Critical Magic,Critical Bilbo x Grapefruit,Indica-dominant,17-20%,0.80%,"['Sweet', 'Fresh', 'Grape', 'Fruity']","['Happy', 'Body-buzz', 'Relaxed', 'Sociable']"
Critical Mango,Somango x Critical 47,Indica-dominant (75%),18%,Unknown,"['Sweet', 'Fruity']","['Creative', 'Relaxed', 'Motivated']"
Critical Mass 33,Jack 33 x Critical Mass,Indica/sativa,Medium,Unknown,"['Pepper', 'Spicy', 'Pungent']","['Body-buzz', 'Cerebral', 'Balanced', 'Relaxed']"
Critical Mass CBD,CBD strain x Critical Mass,Indica-dominant (80%),5%,5%,"['Lemon', 'Pine', 'Fruity', 'Woody']","['Relaxed', 'Balanced', 'Smooth', 'Body-buzz']"
Critical Neville Haze 2.0,Critical Mass x  Nevilles Haze,Sativa (90-100%),23-24%,Unknown,"['Pine', 'Flowery', 'Woody', 'Mint', 'Coffee']","['Trippy', 'Euphoric', 'Uplifting', 'Strong', 'Cerebral']"
Critical Purple Kush,Critical x Purple OG,Indica-dominant,18%,Unknown,"['Sweet', 'Coffee', 'Earthy']","['Psychedelic', 'Relaxed', 'Body-buzz']"
Critical Sensi Star,Critical Mass x Sensi Star,Indica (90-100%),24-25%,Unknown,"['Skunk', 'Sour', 'Fruity', 'Strawberry']","['Relaxed', 'Cerebral', 'Strong', 'Happy']"
Critical Skunk,Critical Mass x Skunk 1,Indica-dominant,19%,Unknown,"['Diesel', 'Spicy', 'Pepper']","['Body-buzz', 'Meditative', 'Calming', 'Long-lasting', 'Relaxed']"
Critical Super Silver Haze,Critical Mass x Super Silver Haze,Sativa-dominant (70%),21%,Unknown,"['Sweet', 'Woody', 'Citrus']","['Long-lasting', 'Body-buzz', 'Relaxed', 'Cerebral', 'Balanced']"
Critical+,Skunk x Big Bud,Indica/sativa (50/50),High,Medium,"['Fresh', 'Nutty', 'Herbal', 'Lemon']","['Cerebral', 'Narcotic', 'Calming', 'Relaxed']"
Critical+ 2.0,Critical+,Indica-dominant (70%),16-20%,0.30%,"['Sweet', 'Lemon', 'Tropical', 'Pine', 'Fruity']","['Meditative', 'Calming', 'Relaxed', 'Happy', 'Body-buzz']"
Crockett's Haze,The Ranger x Family Secret,Sativa-dominant (80%),High,Unknown,"['Sweet', 'Earthy', 'Citrus', 'Fresh']","['Motivated', 'Strong', 'Energetic', 'Uplifting', 'Cerebral']"
Crockett's Sour Tangie,East Coast Sour Diesel x Tangie,Sativa-dominant (80%),High,Unknown,"['Sour', 'Fruity', 'Citrus']","['Talkative', 'Motivated', 'Uplifting', 'Creative']"
Crocketts Confidential,Family Secret x LA Confidential,Indica-dominant (70%),Medium,Unknown,"['Earthy', 'Fruity', 'Grape', 'Hashish']","['Happy', 'Relaxed', 'Sociable']"
Crystal Cloud,Mexican x Black Domina x Silver Haze,Sativa-dominant (70%),21%,Unknown,"['Citrus', 'Sweet']","['Cerebral', 'Creative', 'Motivated', 'Strong', 'Relaxed', 'Happy', 'Uplifting', 'Energetic']"
Crystal Queen,ICE x Super Skunk x White Widow,Indica-dominant (60%),20%,Unknown,"['Flowery', 'Earthy', 'Woody']","['Happy', 'Relaxed', 'Sociable']"
Crystal White,Super Skunk x White Widow,Indica-dominant (80%),High,High,"['Sweet', 'Fruity', 'Skunk']","['Strong', 'Long-lasting', 'Relaxed', 'Balanced']"
Cum Laude,Tijuana x Reina Madre x Original Haze,Sativa (90-100%),Medium,Unknown,"['Lavender', 'Herbal', 'Woody', 'Earthy', 'Spicy']","['Cerebral', 'Happy', 'Uplifting', 'Creative', 'Motivated']"
Currant Kush,Colombian x Mexican x Afghan Kush,Indica/sativa (50/50),21-22%,Unknown,"['Lavender', 'Mint', 'Grapefruit']","['Creative', 'Body-buzz', 'Relaxed', 'Munchies', 'Balanced']"
Cuvée,Pinot Noir x Space Queen,Indica/sativa,Medium,Unknown,"['Sweet', 'Chocolate', 'Earthy', 'Cherry']","['Calming', 'Relaxed', 'Happy']"
Daddy's Girl,South Africa,Sativa-dominant (80%),Medium,Unknown,"['Citrus', 'Tropical', 'Spicy']","['Happy', 'Cerebral', 'Relaxed', 'Calming', 'Sociable', 'Creative']"
Dairy Queen,Cinderella 99 x Romulan x Cheese,Sativa-dominant (60%),Medium,Unknown,"['Cheese', 'Fruity', 'Sweet', 'Pungent']","['Relaxed', 'Motivated', 'Uplifting', 'Happy', 'Sociable']"
Dama Blanca,White Widow,Sativa-dominant,High,Unknown,"['Sweet', 'Fruity', 'Pungent']","['Cerebral', 'Euphoric', 'Relaxed']"
Damn Sour,Sour Sage,Sativa-dominant (60%),17%,1%,"['Sour', 'Pungent']","['Relaxed', 'Sleepy', 'Calming']"
Damnesia,A.M.S. x Amnesia Haze,Sativa-dominant (60%),Medium,Unknown,"['Woody', 'Flowery', 'Fruity']","['Talkative', 'Cerebral', 'Energetic', 'Uplifting']"
Dance World,Afghani x Juanita la Lagrimosa x Mexican,Sativa-dominant (75%),12%,High,"['Earthy', 'Fruity', 'Spicy']","['Energetic', 'Uplifting']"
Dancehall,Juanita la Lagrimosa x Kalijah,Sativa-dominant,Medium,Unknown,"['Earthy', 'Berry']","['Energetic', 'Long-lasting', 'Cerebral']"
Dark Dragon,Boggle Dragon x Dark Matter,Indica/sativa (50/50),High,Unknown,"['Sweet', 'Grapefruit', 'Candy']","['Euphoric', 'Creative', 'Motivated', 'Energetic']"
Dark Rhino,Blue Rhino 1947 x Dark Matter,Indica-dominant (75%),High,Unknown,"['Candy', 'Honey', 'Hashish', 'Fuel']","['Strong', 'Dreamy', 'Relaxed', 'Body-buzz']"
Darkling Sativa,Black Forrest x Cinderella 99,Sativa,Medium,Unknown,"['Chemical', 'Honey', 'Pungent']","['Focused', 'Cerebral', 'Euphoric', 'Motivated', 'Energetic']"
Darkstar Kush,Afghani Mazar-i-Sharif x Purple Kush,Indica-dominant,Medium,Medium,"['Sweet', 'Skunk', 'Earthy', 'Spicy']","['Calming', 'Cerebral', 'Relaxed', 'Happy']"
Dawg Star,Dark Star x OG Kush,Indica-dominant,Medium,Low,"['Sweet', 'Pine', 'Earthy', 'Pungent']","['Happy', 'Tingly', 'Couch-lock', 'Sleepy', 'Narcotic']"
Deadhead OG,ChemDawg 91 x SFV OG Kush,Indica-dominant,Medium,Unknown,"['Kushy', 'Pine', 'Earthy', 'Pungent']","['Happy', 'Body-buzz', 'Relaxed', 'Calming']"
Deadlights,ACDC x Pennywise,Sativa-dominant (65%),Low,High,"['Berry', 'Fruity', 'Licorice', 'Earthy', 'Sandalwood']","['Relaxed', 'Long-lasting', 'Clear-headed', 'Calming', 'Mellow']"
Dedoverde Haze,California Haze x Amnesia,Sativa-dominant (80%),18-24%,0.10%,"['Sour', 'Pine', 'Woody', 'Citrus', 'Spicy']","['Energetic', 'Uplifting', 'Focused', 'Cerebral']"
Deep Cheese,Cheese,Indica/sativa,High,Unknown,"['Pungent', 'Skunk', 'Cheese']","['Happy', 'Body-buzz', 'Relaxed', 'Cerebral', 'Balanced']"
Deep Chunk,Afghani Hash Plant,Indica (100%),Medium,Unknown,"['Pine', 'Earthy', 'Fuel']","['Narcotic', 'Dreamy', 'Relaxed', 'Happy', 'Body-buzz', 'Euphoric']"
Deep Purple,Querkle x Purple Urkle,Indica-dominant (85%),Medium,Unknown,"['Musky', 'Grape']","['Relaxed', 'Body-buzz', 'Calming']"
Delicious Candy,Caramelo x UK Cheese,Indica-dominant (80%),22-23%,Unknown,"['Cheese', 'Herbal', 'Caramel', 'Sweet']","['Narcotic', 'Euphoric', 'Relaxed', 'Giggly']"
Dementia,Blue Dream x Amnesia Haze,Sativa-dominant (80%),16-23%,1-3%,"['Sweet', 'Fruity', 'Fresh']","['Talkative', 'Creative', 'Cerebral', 'Energetic']"
Desert Diesel,Emerald Mountain DAD x Amherst Sour Diesel,Sativa-dominant (55%),17-20%,0.10%,"['Sweet', 'Woody', 'Diesel', 'Fruity']","['Relaxed', 'Sociable', 'Energetic', 'Happy', 'Uplifting']"
Desert Queen,Valley Queen x Master Ice x Sudden Death,Indica-dominant (60%),Medium,Unknown,"['Pungent', 'Sweet', 'Spicy']","['Relaxed', 'Cerebral', 'Energetic', 'Uplifting']"
Desfrán,Destroyer,Sativa (90-100%),High,Unknown,"['Grape', 'Sweet', 'Fruity', 'Tropical']","['Trippy', 'Cerebral', 'Uplifting', 'Energetic']"
Destroyer,Mexican x Colombian x Meao Thailand,Sativa (90-100%),20%,1%,"['Flowery', 'Fresh', 'Lavender']","['Strong', 'Cerebral', 'Uplifting', 'Energetic']"
Devil Fruit,Shiskaberry x Great White Shark,Indica-dominant (70%),15-20%,Low,"['Sweet', 'Fruity', 'Tropical']","['Cerebral', 'Creative', 'Body-buzz', 'Relaxed']"
Diamond Girl,Haze x Northern Lights x Early Pearl x Skunk,Indica-dominant (60%),15%,0.17%,"['Sweet', 'Skunk']","['Relaxed', 'Cerebral']"
Diesel Dipped Cookies,Girl Scout Cookies x Diesel,Indica-dominant,Medium,Unknown,"['Sweet', 'Earthy', 'Citrus']","['Happy', 'Calming', 'Body-buzz', 'Relaxed']"
Diesel Glue,NY Diesel x Black Domina,Sativa-dominant,18-19%,0.50%,"['Citrus', 'Pungent', 'Diesel', 'Spicy']","['Euphoric', 'Cerebral', 'Energetic', 'Happy']"
Diesel Kush,OG Kush x Sour Diesel,Sativa-dominant (60%),High,Unknown,"['Diesel', 'Kushy', 'Lemon']","['Alert', 'Creative', 'Body-buzz', 'Relaxed']"
Diesel Ryder,Lowryder 2 x NYC Diesel,Indica/sativa autoflowering,17-19%,Unknown,"['Fuel', 'Pungent', 'Diesel']","['Creative', 'Energetic', 'Smooth']"
Dieseltonic,Cannatonic x NYC Diesel,Indica/sativa (50/50),Medium,High,"['Tropical', 'Citrus']","['Energetic', 'Uplifting', 'Focused']"
Dinachem,Guava Chem x ChemDawg 91,Sativa-dominant (65%),18-23%,Low,"['Fruity', 'Chemical', 'Pungent', 'Diesel', 'Woody']","['Creative', 'Body-buzz', 'Relaxed', 'Cerebral', 'Strong']"
Dinamed CBD,Pure CBD 4,Sativa-dominant (60%),0.50%,10-14%,"['Citrus', 'Fruity', 'Sweet']","['Relaxed', 'Calming', 'Clear-headed']"
Dinamed CBD Plus,Dinamed CBD 5,Sativa-dominant (60%),0.5-1%,15–20%,"['Sweet', 'Fruity', 'Pungent']","['Clear-headed', 'Relaxed', 'Calming']"
Dinamex,Emerald OG Kush x Cali Sour,Indica/sativa,High,Low,"['Citrus', 'Diesel', 'Sour']","['Uplifting', 'Cerebral', 'Relaxed']"
DJ’s Gold,Jew Gold Cut x Blueberry,Sativa-dominant (55%),Medium,Unknown,"['Earthy', 'Berry', 'Lemon']","['Happy', 'Relaxed', 'Uplifting']"
Do-Sweet-Dos,Do-Si-Dos,Indica-dominant (65%),17-24%,0.10%,"['Flowery', 'Citrus', 'Spicy', 'Earthy', 'Sweet']","['Happy', 'Body-buzz', 'Relaxed', 'Calming']"
Doctor Jamaica,Californian Orange,Indica/sativa (50/50),15%,Unknown,"['Citrus', 'Tropical', 'Fruity']","['Talkative', 'Relaxed', 'Happy', 'Sociable', 'Giggly']"
Dominator,Jack 22 x Kushage 16,Sativa-dominant,Medium,Unknown,"['Pine', 'Earthy', 'Spicy']","['Euphoric', 'Clear-headed', 'Energetic', 'Cerebral']"
Dos Si Dos 33,Gelato 33 x Do-Si-Dos,Indica-dominant (60%),High,,"['Mint', 'Creamy', 'Sweet', 'Lime']","['Energetic', 'Relaxed', 'Euphoric', 'Happy']"
Double Alien 18,The OG 18 x Martian Mean Green,Indica-dominant (60%),Medium,Unknown,"['Sour', 'Diesel']","['Relaxed', 'Cerebral', 'Uplifting']"
Double Cookies,Cookies Forum x Do-Si-Dos,Indica-dominant (70%),25-27%,Low,"['Mint', 'Sweet', 'Earthy']","['Narcotic', 'Relaxed']"
Double Dutch,Warlock x Chronic,Indica-dominant,High,Unknown,"['Sweet', 'Fruity', 'Flowery']","['Body-buzz', 'Cerebral', 'Balanced', 'Relaxed']"
Double Gum,Bubblegum,Indica-dominant (80%),Medium,Unknown,"['Fresh', 'Sweet', 'Fruity']","['Relaxed', 'Body-buzz', 'Calming']"
Double Tangie Banana,Banana Split x Lemon Skunk,Indica-dominant (60%),Medium,Unknown,"['Sweet', 'Skunk', 'Citrus', 'Banana']","['Calming', 'Sociable', 'Relaxed', 'Happy']"
Double White,Great White Shark x White Widow,Indica-dominant (60%),Medium,Unknown,"['Sour', 'Sweet', 'Flowery']","['Couch-lock', 'Strong', 'Narcotic', 'Trippy', 'Relaxed', 'Cerebral']"
Douce Nuit,Hindu Kush x Northern Lights,Indica-dominant (80%),Medium,Unknown,"['Sweet', 'Fruity', 'Pine']","['Sleepy', 'Calming', 'Dreamy', 'Relaxed']"
Dr. Grinspoon,Pure landrace sativa,Sativa (100%),High,Low,"['Citrus', 'Lemon']","['Strong', 'Energetic', 'Uplifting', 'Euphoric', 'Cerebral']"
Dr. Who,Timewreck x Mad Scientist,Indica-dominant (60%),High,Unknown,"['Sweet', 'Grape', 'Sour', 'Pineapple']","['Cerebral', 'Balanced', 'Creative', 'Body-buzz']"
Durbakistan,Durban Poison x Pakistan Chitral Kush,Indica/sativa (50/50),High,Unknown,"['Fruity', 'Earthy', 'Hashish', 'Flowery', 'Candy', 'Sweet']","['Motivated', 'Cerebral', 'Strong', 'Long-lasting', 'Uplifting']"
Durban Magic,Landrace from South Africa,Sativa (90-100%),High,Unknown,"['Fruity', 'Sweet']","['Long-lasting', 'Euphoric', 'Cerebral', 'Energetic', 'Uplifting']"
Durban Punch,Durban,Sativa (100%),Medium,Low,"['Flowery', 'Peach', 'Anise', 'Woody']","['Energetic', 'Uplifting']"
Durban-Thai x C99,Durban-Thai High Flyer x Cinderella 99,Sativa-dominant,High,Unknown,"['Sweet', 'Mint', 'Sour', 'Fruity']","['Creative', 'Clear-headed', 'Energetic', 'Uplifting']"
Durga Mata II CBD,Durga Mata x CBD strain,Indica (90-100%),8.50%,7%,"['Earthy', 'Spicy', 'Herbal', 'Hashish']","['Calming', 'Smooth', 'Relaxed', 'Body-buzz', 'Clear-headed']"
Dutch Cheese,Euforia x Cheese,Sativa-dominant (60%),12-15%,Unknown,"['Musky', 'Pungent', 'Cheese', 'Skunk']","['Euphoric', 'Relaxed', 'Happy']"
Dynamite,Grapefruit,Indica-dominant (75%),20%,0.70%,"['Tropical', 'Grapefruit', 'Sweet', 'Fruity']","['Happy', 'Strong', 'Euphoric', 'Uplifting', 'Relaxed']"
Eagle Bill,Colombian x Jamaican x Pure Haze x Thai,Sativa-dominant (70%),Medium,Unknown,"['Pine', 'Pungent']","['Focused', 'Cerebral', 'Creative', 'Uplifting']"
Early Maroc,Landrace from Morocco,Sativa (100%),17%,Unknown,"['Pepper', 'Strawberry', 'Spicy', 'Candy']","['Euphoric', 'Relaxed', 'Body-buzz']"
Early Pearl Skunk x Haze,Haze x Early Pearl x Skunk,Sativa-dominant,Medium,Unknown,"['Flowery', 'Fresh', 'Earthy', 'Spicy']","['Relaxed', 'Body-buzz', 'Cerebral', 'Balanced']"
Early Queen,Mexican x Early Girl x Early Pearl x California x Super Skunk,Indica-dominant,Medium,Unknown,"['Fruity', 'Skunk', 'Sweet']","['Happy', 'Relaxed']"
Early Skunk,Early Pearl x Skunk 1,Indica-dominant (65%),Medium,Unknown,"['Skunk', 'Flowery']","['Strong', 'Happy', 'Cerebral', 'Relaxed', 'Energetic']"
Early Skunk Haze,Haze x Early Pearl x Skunk,Sativa-dominant,Medium,Unknown,"['Citrus', 'Skunk', 'Tropical', 'Pungent']","['Relaxed', 'Cerebral', 'Happy']"
Early Skunk x Blue Lemon Thai,Blue Lemon Thai x Early Skunk,Indica/sativa,Medium,Unknown,"['Sweet', 'Lemon', 'Diesel', 'Blueberry']","['Cerebral', 'Balanced', 'Uplifting', 'Body-buzz']"
Early Top Tao,Bohemia x Early Tao,Indica/sativa,Medium,Unknown,"['Sweet', 'Fruity']","['Sociable', 'Energetic', 'Talkative', 'Uplifting', 'Creative']"
Early Widow,White Widow,Indica-dominant,16%,Unknown,"['Sour', 'Sweet', 'Fruity']","['Relaxed', 'Cerebral']"
Easy Haze,Yumbolt x Kali Mist,Sativa-dominant (70%),20-21%,Unknown,"['Fruity', 'Tropical', 'Pineapple', 'Sweet', 'Citrus']","['Cerebral', 'Giggly', 'Strong', 'Trippy', 'Uplifting']"
Easy Ryder,Lowryder 2 x AK-47,Indica/sativa autoflowering,19%,Low,"['Citrus', 'Tropical', 'Herbal', 'Sweet']","['Relaxed', 'Sociable', 'Happy']"
Easy Skunk,Afghani x OG Kush x Skunk 1,Indica-dominant,15-18%,Unknown,"['Citrus', 'Skunk', 'Cheese', 'Flowery']","['Relaxed', 'Body-buzz', 'Happy']"
Edam Bomb,Bomb 3 x Bomb 1 x Cheese,Indica-dominant (60%),10-15%,Unknown,"['Cheese', 'Skunk', 'Sweet', 'Pungent']","['Relaxed', 'Happy', 'Giggly']"
El Alquimista,AK-47 x Northern Lights,Indica-dominant (70%),21%,Unknown,"['Fruity', 'Sweet', 'Fresh']","['Relaxed', 'Long-lasting', 'Strong', 'Narcotic', 'Body-buzz']"
Eldorado,Mexican Sativa,Sativa (90-100%),High,Unknown,"['Fruity', 'Sweet']","['Alert', 'Uplifting', 'Energetic', 'Motivated']"
Eleven Roses,Appalachian Kush x Sugar Black Rose,Indica (100%),24-25%,Low,"['Fruity', 'Kushy', 'Earthy', 'Sweet']","['Relaxed', 'Body-buzz', 'Strong', 'Narcotic']"
Enemy Of The State,Afghani,Indica,19%,Medium,"['Spicy', 'Sweet', 'Flowery']","['Strong', 'Relaxed', 'Sleepy', 'Happy']"
Energy Haze,Kali Mist x Northern Lights,Sativa-dominant (70%),15%,"1,2%","['Spicy', 'Citrus', 'Herbal']","['Energetic', 'Uplifting', 'Euphoric', 'Cerebral', 'Happy']"
Euphoria,Shark Shock x Royal Medic,Indica-dominant (80%),9%,High,"['Pungent', 'Fruity', 'Spicy', 'Herbal', 'Sweet']","['Motivated', 'Energetic', 'Euphoric']"
Everest Bud,Super Skunk x White Widow,Indica/sativa,14-17%,Unknown,"['Sweet', 'Skunk', 'Earthy']","['Talkative', 'Happy', 'Sociable', 'Relaxed']"
Exodus Cheese,Cheese,Indica-dominant (60%),18.43%,0.28%,"['Cheese', 'Earthy', 'Pungent']","['Relaxed', 'Euphoric', 'Motivated']"
Exodus Kush,Exodus Cheese x OG Kush,Indica-dominant (60%),High,Unknown,"['Skunk', 'Cheese', 'Pungent']","['Relaxed', 'Sociable', 'Munchies']"
Exotic Kush,Confidencial OG x Mango,Indica (100%),High,Unknown,"['Sweet', 'Mango', 'Tropical']","['Calming', 'Relaxed', 'Body-buzz', 'Couch-lock']"
Exotic Thai,Thai x NYC Diesel,Sativa-dominant (70%),Medium,Unknown,"['Sweet', 'Citrus', 'Chemical', 'Diesel']","['Motivated', 'Cerebral', 'Energetic', 'Uplifting']"
Expert 47,Mexican x Thai x Colombian x Afghani,Sativa-dominant (65%),High,Unknown,"['Spicy', 'Citrus', 'Skunk', 'Pine']","['Strong', 'Uplifting', 'Cerebral']"
Expert Haze,Laos x Super Silver Haze,Sativa (90-100%),21%,Unknown,"['Herbal', 'Fruity', 'Woody']","['Happy', 'Cerebral', 'Euphoric', 'Uplifting', 'Trippy']"
Face Melt OG,Face Off OG x Grimace OG x Rare Dankness 1,Indica/sativa,Medium,Unknown,"['Pine', 'Citrus', 'Spicy']","['Euphoric', 'Strong', 'Relaxed', 'Happy']"
Fallen Angel,Kuchi x Shoreline,Indica-dominant (80%),17-19%,Unknown,"['Lemon', 'Mango', 'Fuel', 'Skunk']","['Relaxed', 'Happy', 'Smooth', 'Munchies']"
Fast Caramel,Maple Leaf Indica x White Rhino x Blue Black,Indica-dominant,Medium,Medium,"['Sweet', 'Earthy']","['Creative', 'Relaxed', 'Cerebral']"
Fast Ryder II,Fast Ryder I x Afghani,Indica-dominant (80%) autoflowering,Medium,Low,"['Mango', 'Citrus', 'Sweet', 'Fruity']","['Relaxed', 'Euphoric', 'Long-lasting', 'Body-buzz']"
Fat Banana,Chiquita Banana x OG Kush,Indica-dominant (70%),25%,Low,"['Sweet', 'Citrus', 'Tropical', 'Fruity', 'Banana']","['Relaxed', 'Euphoric', 'Strong', 'Munchies', 'Body-buzz']"
Fatkid's Cake,Cherry Pie x Girl Scout Cookies,Indica-dominant (60%),29.90%,1%,"['Sweet', 'Earthy', 'Vanilla', 'Spicy']","['Creative', 'Relaxed', 'Long-lasting', 'Munchies']"
First Lady,Afghani,Indica (90-100%),Medium,Unknown,"['Spicy', 'Earthy']","['Calming', 'Relaxed', 'Body-buzz']"
Flash Babylon,Northern Lights x Lowryder 2,Indica-dominant autoflowering,18%,Unknown,"['Herbal', 'Earthy', 'Woody']","['Couch-lock', 'Narcotic', 'Relaxed']"
Flash Back 2,Flo x White Widow,Sativa-dominant (60%),Medium,Unknown,"['Earthy', 'Fruity', 'Pungent']","['Cerebral', 'Uplifting']"
Florida Gold,Florida OG x Jew Gold Cut,Indica-dominant (70%),Medium,Unknown,"['Diesel', 'Spicy', 'Pine', 'Lemon']","['Euphoric', 'Uplifting', 'Relaxed', 'Happy']"
Florida Lemons,Florida OG x Lemon Skunk,Indica-dominant (60%),Medium,Unknown,"['Sweet', 'Lemon', 'Citrus']","['Happy', 'Calming', 'Cerebral', 'Relaxed']"
Flowerbomb Kush,Green Crack x OG Kush,Indica-dominant (70%),High,Unknown,"['Earthy', 'Spicy', 'Citrus', 'Pine']","['Relaxed', 'Munchies', 'Creative', 'Cerebral']"
Forbidden Fruit,Tangie x Cherry Pie,Indica-dominant,21–23%,Low,"['Fruity', 'Citrus', 'Earthy']","['Sedative', 'Euphoric', 'Sleepy', 'Relaxed']"
Forbidden Fruit Cake,Wedding Cake,Indica-dominant,High,,"['Sweet', 'Kushy', 'Musky', 'Berry']","['Relaxed', 'Euphoric', 'Uplifting', 'Long-lasting']"
Four-Way,Pakistani geneticsxLandrace from Afghanistan x North Indian x Skunk 1,Indica-dominant (80%),Medium,Unknown,"['Hashish', 'Sweet', 'Spicy', 'Herbal']","['Calming', 'Strong', 'Relaxed', 'Tingly']"
Franco's Lemon Cheese,Super Lemon Haze x Exodus Cheese,Sativa-dominant (60%),21%,0.60%,"['Cheese', 'Fresh', 'Lemon']","['Strong', 'Energetic', 'Uplifting', 'Sociable']"
Freeze Cheese '89,Friesland Indica 1989 x Big Buddha Cheese,Indica-dominant (80%),Medium,Unknown,"['Cheese', 'Skunk', 'Citrus', 'Hashish']","['Relaxed', 'Couch-lock', 'Body-buzz']"
French Cookies,Platinum Girl Scout Cookies,Indica-dominant (60%),Medium,Unknown,"['Grape', 'Kushy', 'Creamy', 'Sweet']","['Happy', 'Creative', 'Relaxed', 'Focused']"
French Macaron,Gelato 33 x French Cookies,Indica-dominant,Medium,Unknown,"['Creamy', 'Musky', 'Sweet']","['Happy', 'Body-buzz', 'Relaxed', 'Creative']"
Frencheese,Master Kush x Super Skunk,Indica-dominant (80%),Medium,Unknown,"['Cheese', 'Skunk', 'Pungent', 'Spicy']","['Euphoric', 'Talkative', 'Relaxed', 'Happy']"
Frisian Duck,Ducksfoot x Frisian Dew,Indica/sativa (50/50),Medium,Unknown,"['Spicy', 'Sweet']","['Uplifting', 'Happy', 'Relaxed']"
Frosted Guava,Frosted Skywalker x Guava,Indica-dominant (70%),22–25%,1–3%,"['Sweet', 'Fuel', 'Tropical', 'Grape']","['Cerebral', 'Euphoric', 'Relaxed']"
Frosty Friday,M4 Creeper x  Karels Haze,Sativa-dominant (70%),High,Unknown,"['Chemical', 'Fuel', 'Pungent']","['Cerebral', 'Balanced', 'Energetic', 'Body-buzz']"
Frosty Kush,Hindu Kush,Indica-dominant,14-17%,Unknown,"['Pine', 'Earthy']","['Cerebral', 'Talkative', 'Uplifting', 'Energetic', 'Sociable']"
Fruit Spirit,Blueberry x White Widow,Sativa-dominant (60%),18+%,Medium,"['Fruity', 'Spicy', 'Mint', 'Berry', 'Woody']","['Relaxed', 'Energetic', 'Calming']"
Fruity Jack,Respect 13 x Jack The Ripper,Sativa-dominant (70%),19%,11%,"['Citrus', 'Tropical', 'Fruity']","['Calming', 'Sociable', 'Relaxed', 'Happy']"
Fruity Juice,Thai x Afghani,Indica/sativa,Medium,Unknown,"['Sweet', 'Spicy', 'Tropical']","['Uplifting', 'Happy', 'Cerebral', 'Relaxed']"
Fruity Thai,Dutch genetics x Thai,Indica/sativa,Medium,Unknown,"['Tropical', 'Fruity', 'Fresh']","['Motivated', 'Cerebral', 'Alert', 'Uplifting', 'Creative']"
Full Moon,Thai,Sativa (90-100%),15-20%,Unknown,"['Spicy', 'Sweet', 'Fruity']","['Uplifting', 'Cerebral', 'Trippy', 'Tingly', 'Strong', 'Euphoric']"
G13,Afghani,Indica-dominant (70%),"['20-24%', 'High']",Unknown,"['Earthy', 'Sweet', 'Citrus', 'Fruity']","['Euphoric', 'Relaxed', 'Uplifting', 'Happy', 'Sleepy']"
G13 Hash Plant,G13 x Hash Plant,Indica (90-100%),High,Unknown,"['Spicy', 'Sweet', 'Earthy']","['Relaxed', 'Couch-lock', 'Strong', 'Long-lasting', 'Body-buzz']"
G13 Haze,Hawaiian Haze x G13,Sativa-dominant (80%),21%,Low,"['Sweet', 'Citrus', 'Pine']","['Uplifting', 'Euphoric', 'Creative', 'Relaxed', 'Energetic']"
G13 Skunk,G13 x Skunk 1,Indica-dominant,Medium,Unknown,"['Musky', 'Flowery', 'Earthy', 'Spicy']","['Calming', 'Strong', 'Relaxed', 'Happy']"
G13 Widow,Black Widow x G13,Indica-dominant,High,Unknown,"['Earthy', 'Fruity', 'Spicy']","['Cerebral', 'Strong', 'Body-buzz', 'Relaxed']"
Galactic Jack,Space Queen x Jack Herer,Sativa-dominant (80%),20-25%,Unknown,"['Sweet', 'Citrus', 'Musky']","['Strong', 'Uplifting', 'Cerebral', 'Euphoric']"
Ganesh Spirit,North Indian,Sativa-dominant (60%),18-20%,Unknown,"['Spicy', 'Fruity', 'Citrus', 'Fresh', 'Anise']","['Creative', 'Balanced', 'Relaxed', 'Dreamy']"
GG1,Afghani,Indica (90-100%),16%,0.66%,"['Herbal', 'Earthy', 'Spicy']","['Sleepy', 'Couch-lock', 'Calming', 'Relaxed']"
GG4,Chocolate Diesel x Sour Dubb x Chems Sister,Indica-dominant,24-30%,Low,"['Sweet', 'Fuel', 'Citrus', 'Pine', 'Earthy']","['Uplifting', 'Relaxed', 'Body-buzz', 'Strong', 'Narcotic']"
Ghingis Khan,Amnesia Haze x AK-47,Indica-dominant (80%),High,Unknown,"['Sweet', 'Pungent', 'Citrus', 'Spicy']","['Euphoric', 'Happy', 'Relaxed', 'Giggly', 'Strong']"
Ghostrider,Biker Kush x The White,Indica/sativa,Medium,Unknown,"['Earthy', 'Lemon', 'Hashish', 'Pine', 'Kushy']","['Creative', 'Happy', 'Euphoric', 'Cerebral']"
Gipsy Haze,Space Bomb x Black Domina x Jack Herer,Sativa-dominant (80%),18-22%,Low,"['Fruity', 'Citrus', 'Lemon']","['Attentive', 'Cerebral', 'Energetic', 'Euphoric']"
