UrlName,Name,Genetics,Parents,THC,CBD,Smell & flavour,Effect
automazar,Auto Mazar,Indica-dominant autoflowering,"['Mazar', 'ruderalis']",Medium,Unknown,"['Herbal', 'Sweet', 'Sour', 'Earthy', 'Spicy']","['Cerebral', 'Couch-lock', 'Calming', 'Sleepy']"
auto-nefertiti,Auto Nefertiti,Sativa-dominant,"['Nefertiti', 'ruderalis']",Medium,Unknown,"['Pungent', 'Earthy', 'Sweet']","['Euphoric', 'Cerebral', 'Relaxed', 'Sociable']"
auto-new-york-diesel,Auto New York City,Sativa-dominant autoflowering,"['ruderalis', 'NYC Diesel']",Medium,Unknown,"['Pungent', 'Grape', 'Lemon', 'Diesel']","['Uplifting', 'Energetic', 'Motivated', 'Creative']"
auto-night-queen,Auto Night Queen,Indica-dominant autoflowering,"['ruderalis', 'Night Queen']",20-22%,Unknown,"['Kushy', 'Earthy', 'Hashish']","['Meditative', 'Relaxed', 'Body-buzz', 'Strong']"
auto-northern-lights,Auto Northern Lights,Indica-dominant autoflowering,"['ruderalis', 'Northern Lights']",Medium,Unknown,"['Pungent', 'Earthy', 'Fruity', 'Sweet']","['Uplifting', 'Relaxed', 'Happy', 'Body-buzz', 'Calming']"
auto-og-kush,Auto OG Kush,Indica-dominant autoflowering,"['ruderalis', 'OG Kush']",20%,Unknown,"['Spicy', 'Pine', 'Earthy']","['Cerebral', 'Euphoric', 'Uplifting', 'Relaxed', 'Happy']"
auto-orange-bud,Auto Orange Bud,Sativa-dominant autoflowering,"['Auto Daiquiri Lime', 'Orange Bud']",Medium,Unknown,"['Pungent', 'Lemon', 'Citrus', 'Fruity', 'Sour']","['Uplifting', 'Happy', 'Energetic']"
auto-pounder,Auto Pounder,Indica-dominant autoflowering,"['Big Bud', 'Auto 1', 'Power Plant']",Medium,Unknown,"['Fruity', 'Sweet']","['Calming', 'Relaxed', 'Body-buzz']"
auto-pounder-with-cheese,Auto Pounder With Cheese,Indica-dominant autoflowering,"['Auto Pounder', 'Cheese']",Medium,Unknown,"['Skunk', 'Sweet', 'Cheese']","['Calming', 'Relaxed', 'Strong']"
auto-power-plant,Auto Power Plant,Indica/sativa autoflowering,"['ruderalis', 'Power Plant']",Medium,Low,"['Pungent', 'Pepper', 'Spicy', 'Earthy']","['Happy', 'Relaxed', 'Giggly', 'Body-buzz', 'Calming']"
auto-purple,Auto Purple,Indica/sativa autoflowering,"['ruderalis', 'Purple']",15%,1.5%,"['Grape', 'Berry', 'Sweet']","['Cerebral', 'Relaxed']"
auto-purple-couskush,Auto Purple CousKush,Indica-dominant autoflowering,"['Purple Kush', 'ruderalis']",20%,0.9%,"['Sweet', 'Fresh', 'Fruity']","['Calming', 'Happy', 'Body-buzz', 'Relaxed']"
auto-silver-bullet,Auto Silver Bullet,Sativa-dominant (60%) autoflowering,"['ruderalis', 'Silver Haze']",17-19%,Unknown,"['Woody', 'Earthy', 'Citrus']","['Attentive', 'Energetic', 'Happy']"
auto-silver-haze,Auto Silver Haze,Sativa-dominant autoflowering,"['ruderalis', 'Super Silver Haze']",Medium,Unknown,"['Lemon', 'Citrus', 'Sweet']","['Uplifting', 'Relaxed', 'Cerebral']"
auto-skunk-mass,Auto Skunk Mass,Indica/sativa autoflowering,"['Critical Mass', 'Skunk 1', 'ruderalis']",Medium,Unknown,"['Skunk', 'Sweet']","['Creative', 'Cerebral', 'Trippy', 'Motivated']"
auto-strawberry-milkshake,Auto Strawberry Milkshake,Indica-dominant (80%) autoflowering,"['Black Cream Autoflowering', 'Dark Devil Autoflowering']",20%,Low,"['Sweet', 'Citrus', 'Fruity']","['Happy', 'Relaxed', 'Euphoric']"
auto-super-hash,Auto Super Hash,Indica-dominant autoflowering,"['ruderalis', 'Super Hash']",17%,Unknown,"['Spicy', 'Earthy']","['Trippy', 'Strong', 'Relaxed']"
auto-super-og-kush,Auto Super OG Kush,Indica-dominant autoflowering,"['ruderalis', 'OG Kush']",14%,0.5-1%,"['Kushy', 'Pine', 'Citrus']","['Euphoric', 'Body-buzz', 'Relaxed', 'Happy']"
auto-sweet-tooth,Auto Sweet Tooth,Indica-dominant (60%) autoflowering,"['ruderalis', 'Sweet Tooth']",16%,Low,Sweet,"['Body-buzz', 'Calming', 'Relaxed']"
auto-tao-blueberry,Auto Tao Blueberry,Indica-dominant autoflowering,"['ruderalis', 'Blueberry']",Medium,Unknown,"['Blueberry', 'Fruity', 'Sweet']","['Calming', 'Relaxed', 'Body-buzz']"
auto-tutankhamon,Auto Tutankhamon,Indica/sativa autoflowering,"['AK-47', 'ruderalis', 'Unknown indica']",20%,Unknown,"['Fruity', 'Tropical', 'Fresh']","['Cerebral', 'Strong', 'Uplifting']"
auto-ultimate,Auto Ultimate,Indica/sativa autoflowering,"['Auto Mazar', 'The Ultimate']",Medium,Unknown,"['Pine', 'Skunk', 'Earthy', 'Sweet']","['Focused', 'Balanced', 'Relaxed', 'Body-buzz', 'Sociable']"
auto-wappa,Auto Wappa,Indica-dominant autoflowering,"['Wappa', 'ruderalis']",14-18%,0.1%,"['Fresh', 'Skunk', 'Fruity', 'Sweet']","['Relaxed', 'Clear-headed', 'Body-buzz']"
auto-white-widow,Auto White Widow,Indica-dominant autoflowering,"['ruderalis', 'White Widow']",14-18%,Unknown,"['Pine', 'Citrus', 'Sweet']","['Balanced', 'Relaxed', 'Body-buzz', 'Energetic', 'Euphoric']"
auto-whiteberry,Auto Whiteberry,Indica-dominant (80%) autoflowering,"['White Berry', 'ruderalis']",15-19%,0.1%,"['Pungent', 'Berry', 'Sweet']","['Relaxed', 'Uplifting', 'Trippy', 'Happy']"
auto-xtreme,Auto Xtreme,Sativa-dominant autoflowering,"['Outlaw', 'ruderalis']",Medium,Unknown,"['Fresh', 'Citrus', 'Sour']","['Cerebral', 'Creative', 'Happy', 'Energetic', 'Euphoric']"
auto-yumbolt,Auto Yumbolt,Indica-dominant autoflowering,"['Lowryder 2', 'Yumbolt']",Medium,Unknown,"['Sweet', 'Berry', 'Musky']","['Calming', 'Dreamy', 'Body-buzz', 'Relaxed']"
automaria-ii,Automaria II,Sativa-dominant (60%) autoflowering,"['Santa Maria', 'ruderalis', 'sativa']",14-18%,0.1%,"['Fresh', 'Flowery', 'Fruity']","['Energetic', 'Uplifting', 'Euphoric']"
autopilot-xxl,Autopilot XXL,Indica-dominant (60%) autoflowering,"['Big Bud XXL', 'ruderalis']",15%,Unknown,"['Pepper', 'Musky']","['Relaxed', 'Happy', 'Calming', 'Smooth']"
ayahuasca-purple,Ayahuasca Purple,Indica (100%),"['Master Kush', 'Red River Delta']",21%,1.4%,"['Sour', 'Lavender', 'Tropical', 'Nutty', 'Earthy']","['Relaxed', 'Calming', 'Strong', 'Couch-lock', 'Body-buzz']"
azure-haze,Azure Haze,Sativa-dominant,"['Silver Haze', 'Blueberry']",High,Unknown,"['Berry', 'Earthy', 'Melon', 'Citrus', 'Fruity']","['Energetic', 'Dreamy', 'Uplifting']"
baby-boom-auto-cbd,Baby Boom Auto CBD,Indica-dominant autoflowering,"['Baby Boom Autoflowering', 'CBD strain']",9%,9%,"['Berry', 'Fruity', 'Sour', 'Woody', 'Sweet']","['Uplifting', 'Body-buzz', 'Happy', 'Cerebral', 'Calming']"
bad-azz-kush,Bad Azz Kush,Indica (90-100%),"['Original OG', 'Urkel', 'Afghan Kush']",24%,1.1%,"['Earthy', 'Hashish', 'Berry', 'Herbal']","['Sociable', 'Body-buzz', 'Strong', 'Relaxed']"
badazz-cheese,Badazz Cheese,Indica (90-100%),"['Badazz OG Kush', 'Big Buddha Cheese']",Medium,Unknown,"['Earthy', 'Spicy', 'Pine', 'Kushy']","['Euphoric', 'Relaxed', 'Happy']"
baikal-express,Baikal Express,Sativa-dominant (70%),"['Kubanskiy Ubiyza', 'Secret strain']",22%,Unknown,"['Sour', 'Herbal', 'Earthy', 'Lemon']","['Relaxed', 'Cerebral', 'Energetic', 'Uplifting']"
banana-bomb,Banana Bomb,Indica-dominant (80%),"['Banana Kush', 'THC Bomb']",20–22%,Low,"['Tropical', 'Kushy', 'Spicy', 'Banana']","['Uplifting', 'Relaxed', 'Strong']"
banana-kush,Banana Kush,Indica-dominant (60%),"['Ghost OG', 'Skunk Haze']",19-25%,Low,"['Banana', 'Tropical', 'Herbal', 'Kushy']","['Creative', 'Strong', 'Relaxed', 'Body-buzz', 'Sleepy']"
banana-split,Banana Split,Sativa-dominant (60%),"['Tangie', 'Banana Sherbet']",Medium,Unknown,"['Chemical', 'Banana', 'Sweet', 'Citrus']","['Cerebral', 'Uplifting', 'Motivated']"
bandana,Bandana,Sativa-dominant (70%),"['707 Headband', 'Snowdawg']",Medium,5%,"['Diesel', 'Herbal', 'Earthy', 'Skunk']","['Calming', 'Uplifting', 'Relaxed', 'Happy', 'Cerebral']"
bangi-haze,Bangi Haze,Sativa-dominant (70%),"['Congo', 'Nepal']",19%,Unknown,"['Musky', 'Lemon', 'Flowery']","['Uplifting', 'Motivated', 'Energetic']"
barbara-bud,Barbara Bud,Indica/sativa,"['Shiskaberry', 'Afghani']",Medium,Unknown,"['Earthy', 'Fruity', 'Sweet']","['Relaxed', 'Calming', 'Sociable', 'Happy']"
bass-line,Bass Line,Indica-dominant,"['Guayaba', 'Chem 4']",High,Unknown,"['Earthy', 'Woody', 'Pepper']","['Euphoric', 'Cerebral', 'Relaxed', 'Happy', 'Energetic']"
bc-early-blueberry,BC Early Blueberry,Indica-dominant (80%),"['Sweet Pink Grapefruit', 'Blueberry']",20%,0.5%,"['Sweet', 'Blueberry', 'Tropical', 'Grapefruit']","['Calming', 'Body-buzz', 'Relaxed', 'Euphoric']"
bc-golden-skunk,BC Golden Skunk,Indica/sativa,"['Grapeskunk', 'Skunk 1']",17-19%,0.8%,"['Pungent', 'Skunk']","['Balanced', 'Relaxed', 'Body-buzz', 'Uplifting']"
bc-purps,BC Purps,Indica-dominant,Purple Kush,18-20%,0.3%,"['Grape', 'Hashish', 'Earthy', 'Pungent']","['Body-buzz', 'Calming', 'Sedative', 'Relaxed']"
bcn-diesel,BCN Diesel,Sativa-dominant (60%),"['NY Diesel', 'Afghani', 'Black Domina']",20%,Unknown,"['Spicy', 'Citrus']","['Uplifting', 'Trippy', 'Cerebral', 'Energetic']"
belladonna,Belladonna,Sativa-dominant (60%),Unknown,High,Unknown,"['Sweet', 'Spicy', 'Pungent', 'Fruity']","['Trippy', 'Uplifting', 'Energetic', 'Euphoric', 'Cerebral']"
berry-bomb,Berry Bomb,Indica-dominant,"['Bomb 1', 'Blueberry']",15-20%,Unknown,"['Sweet', 'Earthy', 'Berry']","['Body-buzz', 'Calming', 'Relaxed']"
berry-delight,Berry Delight,Indica-dominant,"['Blueberry', 'Northern Lights']",12-15%,Unknown,"['Sweet', 'Berry']","['Relaxed', 'Smooth', 'Body-buzz']"
biddy-early,Biddy Early,Sativa-dominant,Unknown,Medium,Unknown,"['Sweet', 'Fruity', 'Earthy', 'Candy']","['Euphoric', 'Clear-headed', 'Energetic', 'Cerebral']"
big-band,Big Band,Indica-dominant,"['Bubble Gum', 'Black Domina', 'Chronic']",17-18%,Low,"['Flowery', 'Sweet', 'Fruity']","['Giggly', 'Talkative', 'Relaxed', 'Happy']"
big-bang,Big Bang,Indica-dominant (70%),"['Northern Lights', 'Skunk', 'El Niño']",19.8%,0.12%,"['Sour', 'Spicy', 'Berry', 'Sweet']","['Relaxed', 'Calming', 'Trippy', 'Narcotic']"
big-bomb,Big Bomb,Indica/sativa (50/50),"['Big Bud', 'Bomb 1']",10-15%,Unknown,"['Skunk', 'Earthy', 'Pine']","['Happy', 'Relaxed', 'Body-buzz']"
big-bud,Big Bud,Indica-dominant (85%),"['Skunk', 'Afghani']",Medium,Unknown,"['Earthy', 'Herbal', 'Spicy']","['Relaxed', 'Body-buzz', 'Sleepy', 'Happy']"
big-bud-xxl,Big Bud XXL,Indica-dominant (80%),Big Bud,15%,Unknown,"['Pungent', 'Earthy', 'Spicy']","['Couch-lock', 'Lazy', 'Relaxed']"
big-buddha-cheese,Big Buddha Cheese,Indica-dominant,"['Cheese', 'Skunk 1', 'Afghani']",Medium,Unknown,"['Skunk', 'Cheese']","['Sleepy', 'Munchies', 'Euphoric', 'Relaxed', 'Happy']"
big-bull,Big Bull,Indica (90-100%),"['Black Domina', 'Early Pearl', 'Skunk']",11-12%,Unknown,"['Flowery', 'Sweet', 'Fresh']","['Body-buzz', 'Meditative', 'Relaxed', 'Dreamy']"
big-critical,Big Critical,Sativa-dominant (60%),"['Critical Bilbo', 'Big Bud']",Medium,Unknown,"['Earthy', 'Spicy', 'Herbal']","['Long-lasting', 'Body-buzz', 'Balanced', 'Cerebral']"
big-devil-f1-fast-version,Big Devil - F1 Fast Version,Sativa-dominant (65%),Big Devil Autoflowering,15-25%,"1,5%","['Citrus', 'Skunk', 'Herbal', 'Sweet']","['Calming', 'Relaxed', 'Balanced', 'Cerebral']"
big-devil-2,Big Devil 2,Indica/sativa autoflowering,Big Devil Autoflowering,19-20%,1.1%,"['Skunk', 'Spicy', 'Sweet']","['Relaxed', 'Cerebral', 'Strong', 'Happy']"
big-devil-xl-auto,Big Devil XL Auto,Sativa-dominant autoflowering,"['Big Devil 2', 'Jack Herer Autoflowering']",19-20%,Unknown,"['Herbal', 'Lemon', 'Citrus']","['Cerebral', 'Happy', 'Strong', 'Relaxed', 'Uplifting']"
big-foot,Big Foot,Indica/sativa (50/50),"['Hash Plant', 'Grimace']",18-22%,0.7%,"['Sweet', 'Pine', 'Tropical', 'Spicy']","['Happy', 'Calming', 'Relaxed', 'Energetic', 'Body-buzz']"
big-jack,Big Jack,Indica/sativa,"['Jack Herer', 'Big Bud']",15-18%,Unknown,"['Sweet', 'Spicy', 'Earthy']","['Cerebral', 'Balanced', 'Uplifting', 'Body-buzz', 'Relaxed']"
big-kush,Big Kush,Indica/sativa (50/50),"['OG Kush', 'Big Skunk']",20%,Low,"['Citrus', 'Lemon', 'Sweet']","['Energetic', 'Balanced', 'Relaxed', 'Body-buzz']"
big-tooth,Big Tooth,Indica-dominant (60%),"['Hawaiian sativa', 'Nepal', 'Afghani']",Medium,Unknown,"['Herbal', 'Woody', 'Flowery', 'Spicy']","['Couch-lock', 'Munchies', 'Relaxed', 'Cerebral']"
biker-kush,Biker Kush,Indica-dominant,"[""Hell's Angel OG"", 'SFV OG Kush']",Medium,Unknown,"['Earthy', 'Lemon', 'Pine', 'Kushy']","['Focused', 'Long-lasting', 'Relaxed', 'Body-buzz', 'Meditative']"
biscotti-mintz,Biscotti Mintz,Indica-dominant (80%),,Medium,Low,"['Spicy', 'Kushy', 'Chocolate', 'Mint', 'Creamy']","['Focused', 'Body-buzz', 'Creative']"
bisho-purple,Bisho Purple,Indica/sativa,Pakistan Chitral Kush,High,Unknown,"['Pine', 'Woody', 'Spicy', 'Fruity', 'Strawberry']","['Happy', 'Sociable', 'Long-lasting', 'Calming', 'Strong', 'Narcotic']"
bizarre,Bizarre,Indica-dominant (70%),"['Boognish Rising', 'Double Sour Diesel']",14-15%,0.4%,"['Berry', 'Diesel', 'Citrus', 'Spicy']","['Creative', 'Happy', 'Relaxed', 'Euphoric']"
black-bomb,Black Bomb,Indica-dominant (80%),"['Tropimango', 'Black Domina']",19%,Unknown,"['Sweet', 'Flowery', 'Earthy']","['Sleepy', 'Body-buzz', 'Happy', 'Narcotic', 'Relaxed']"
black-cheese,Black Cheese,Indica-dominant (85%),"['Black Widow', 'SFV OG Kush', 'Big Buddha Cheese']",Medium,Unknown,"['Hashish', 'Pepper', 'Kushy', 'Cheese', 'Pungent']","['Narcotic', 'Long-lasting', 'Relaxed', 'Body-buzz']"
black-diesel,Black Diesel,Sativa-dominant (70%),NYC Diesel,17%,Unknown,"['Fruity', 'Tropical', 'Grapefruit']","['Smooth', 'Energetic', 'Cerebral', 'Uplifting']"
black-domina,Black Domina,Indica (90-100%),"['Northern Lights', 'Afghani', 'Ortega', 'Hash Plant']",Medium,Unknown,"['Pepper', 'Pine', 'Earthy', 'Spicy']","['Relaxed', 'Giggly', 'Strong', 'Happy']"
black-gum,Black Gum,Indica-dominant,"['Bubble Gum', 'Black Domina']",21%,Unknown,"['Sweet', 'Fruity', 'Strawberry', 'Caramel']","['Relaxed', 'Cerebral', 'Couch-lock', 'Strong']"
black-haze,Black Haze,Sativa-dominant autoflowering,"['Sir Jack Autoflowering', 'Pakistan Chitral Kush']",Medium,Unknown,"['Earthy', 'Fresh', 'Sour', 'Flowery', 'Sweet']","['Body-buzz', 'Cerebral', 'Uplifting']"
black-jack,Black Jack,Indica/sativa (50/50),"['Jack Herer', 'Black Domina']",16-20%,1%,"['Sweet', 'Herbal', 'Woody', 'Spicy']","['Uplifting', 'Cerebral', 'Relaxed', 'Balanced']"
black-jack-cbd,Black Jack CBD,Indica/sativa (50/50),"['Black Jack', 'CBD strain']",10-18%,9-17%,"['Sweet', 'Fruity', 'Citrus']","['Body-buzz', 'Balanced', 'Euphoric', 'Smooth', 'Relaxed']"
black-poison,Black Poison,Sativa-dominant,"['Black Durban', 'Black Forrest']",High,Unknown,"['Earthy', 'Pine', 'Flowery']","['Euphoric', 'Long-lasting', 'Creative', 'Motivated', 'Energetic']"
black-poison-skunk,Black Poison Skunk,Indica/sativa,"['Red Russian Skunk', 'Black Poison']",High,Unknown,"['Ammonia', 'Skunk', 'Pungent']","['Narcotic', 'Happy', 'Body-buzz', 'Couch-lock']"
black-runtz,Black Runtz,Indica-dominant (55%),"['Gelato', 'Zkittlez']",19–29%,Low,"['Sour', 'Berry', 'Spicy', 'Fruity']","['Energetic', 'Uplifting', 'Happy', 'Relaxed']"
black-russian,Black Russian,Indica-dominant (80%),"['Black Domina', 'White Russian']",24%,Unknown,"['Earthy', 'Fruity', 'Citrus', 'Sweet']","['Relaxed', 'Giggly', 'Strong', 'Happy']"
black-widow,Black Widow,Indica-dominant (60%),"['Brazilian', 'South Indian']",20–22%,Low,"['Pine', 'Sweet', 'Pungent', 'Fruity', 'Spicy']","['Euphoric', 'Uplifting', 'Strong', 'Energetic', 'Talkative']"
blackberry-rocks,Blackberry Rocks,Indica-dominant (80%),Blackberry Kush,,Low,"['Candy', 'Berry', 'Sweet']","['Relaxed', 'Uplifting']"
blackdance,Blackdance,Indica/sativa,"['Dancehall 20', 'Black Domina']",Medium,Unknown,"['Earthy', 'Spicy', 'Pine', 'Fruity']","['Giggly', 'Talkative', 'Relaxed', 'Happy']"
blackjack,Blackjack,Sativa-dominant,"['Jock Horror', 'Black Domina']",High,High,"['Sweet', 'Spicy', 'Earthy']","['Uplifting', 'Relaxed', 'Cerebral', 'Energetic']"
blackwater,Blackwater,Indica-dominant,"['Mendocino Purps', 'SFV OG Kush']",Medium,Unknown,"['Sweet', 'Lemon', 'Pine', 'Grape']","['Relaxed', 'Mellow', 'Couch-lock', 'Munchies', 'Euphoric']"
blue-amnesia-haze,Blue Amnesia Haze,Sativa-dominant (60%),Amnesia Haze,24%,1.2%,"['Citrus', 'Spicy', 'Sweet']","['Happy', 'Long-lasting']"
blue-brilliant,Blue Brilliant,Sativa-dominant,"['Blueberry', 'Super Silver Haze']",20%,Unknown,"['Berry', 'Lemon', 'Fruity']","['Motivated', 'Giggly', 'Uplifting', 'Creative']"
blue-cheddar-1,Blue Cheddar 1,Indica-dominant,"['Blueberry', 'Cheese']",18-20%,Low,"['Pungent', 'Blueberry']","['Relaxed', 'Couch-lock']"
blue-cheese,Blue Cheese,Indica-dominant (60%),"['Cheese', 'Blueberry']",19-20%,Unknown,"['Berry', 'Skunk', 'Cheese', 'Pungent']","['Relaxed', 'Strong', 'Lazy']"
blue-dream,Blue Dream,Sativa-dominant (70%),"['Haze', 'Blueberry']",19%,0.1%,"['Berry', 'Sweet', 'Herbal', 'Pine']","['Motivated', 'Sociable', 'Cerebral']"
blue-dream-cbd,Blue Dream CBD,Sativa-dominant (65%),"['Blue Dream', 'CBD strain']",10%,10%,"['Pepper', 'Berry', 'Citrus']","['Relaxed', 'Smooth', 'Calming']"
blue-dream-matic,Blue Dream'matic,Sativa-dominant (75%) autoflowering,"[""Tangie'matic"", 'Blue Dream']",High,Low,"['Berry', 'Pine', 'Citrus', 'Earthy']","['Cerebral', 'Euphoric', 'Body-buzz', 'Relaxed']"
blue-elite-indica,Blue Elite Indica,Indica (90-100%),"['Mota Khan Afghana', 'Blue Kush']",19%,Unknown,"['Sour', 'Fruity', 'Sweet', 'Strawberry']","['Body-buzz', 'Happy', 'Relaxed']"
blue-funk,Blue Funk,Indica-dominant,"['Blueberry', 'Cheese']",20%,Unknown,"['Sweet', 'Berry', 'Fruity', 'Cheese', 'Pungent']","['Relaxed', 'Lazy', 'Happy', 'Strong']"
blue-gelato-41,Blue Gelato 41,Indica-dominant (60%),"['Thin Mint Girl Scout Cookies', 'Blueberry', 'Sunset Sherbet']",Medium,Unknown,"['Citrus', 'Sweet', 'Earthy', 'Fresh']","['Focused', 'Motivated', 'Energetic']"
blue-grape-dream,Blue Grape Dream,Indica/sativa,"['Grapefruit', 'Blueberry']",13-17%,Unknown,"['Berry', 'Fruity', 'Grape', 'Lemon']","['Motivated', 'Uplifting', 'Creative', 'Sociable']"
blue-hash,Blue Hash,Indica-dominant (60%),"['Blueberry', 'California Hash Plant']",12-16%,Low,"['Earthy', 'Hashish', 'Berry', 'Sweet']","['Happy', 'Body-buzz', 'Relaxed', 'Calming']"
blue-haze,Blue Haze,Sativa-dominant,"['Haze', 'Blueberry']",20%,Unknown,"['Sweet', 'Berry', 'Citrus']","['Uplifting', 'Happy', 'Cerebral', 'Relaxed', 'Euphoric']"
blue-kush,Blue Kush,Sativa-dominant (55%),"['Blue Dream', 'OG Kush']",20%,0.16%,"['Sweet', 'Pine', 'Berry']","['Cerebral', 'Sleepy', 'Relaxed']"
blue-kush-berry,Blue Kush Berry,Indica-dominant,"['Shiskaberry', 'Kush']",18-22%,Low,"['Sweet', 'Earthy', 'Berry']","['Happy', 'Relaxed', 'Strong', 'Couch-lock']"
blue-lemon-thai,Blue Lemon Thai,Indica/sativa,"['Toxic Blue', 'Lemon Thai']",Medium,Unknown,"['Diesel', 'Blueberry', 'Fruity']","['Body-buzz', 'Cerebral', 'Balanced', 'Uplifting']"
blue-lemon-thai-x-aroma,Blue Lemon Thai x Aroma,Indica-dominant,"['Blue Lemon Thai', 'Aroma']",Medium,Unknown,"['Flowery', 'Fresh', 'Pineapple']","['Body-buzz', 'Calming', 'Smooth', 'Relaxed']"
blue-magic,Blue Magic,Indica-dominant,"['Headband', 'Green Magic']",21%,0.7%,"['Sweet', 'Skunk', 'Spicy']","['Strong', 'Long-lasting', 'Relaxed']"
blue-mazar,Blue Mazar,Indica-dominant (80%),"['Blue Widow', 'Mazar']",20%,Unknown,"['Earthy', 'Fresh', 'Spicy']","['Body-buzz', 'Happy', 'Long-lasting', 'Relaxed']"
blue-medi-kush,Blue Medi Kush,Indica-dominant (60%),"['California Sour', 'OG Kush', 'Afghan Kush']",Medium,Unknown,"['Mint', 'Hashish', 'Grape', 'Fruity']","['Relaxed', 'Long-lasting', 'Uplifting']"
blue-monster-automatic,Blue Monster Automatic,Indica/sativa autoflowering,"['Cheese', 'ruderalis', 'Blueberry']",Medium,Low,"['Cheese', 'Blueberry']","['Body-buzz', 'Euphoric']"
blue-mystic,Blue Mystic,Indica-dominant (80%),"['Blueberry', 'Northern Lights']",18%,Medium,"['Sweet', 'Tropical', 'Fresh']","['Happy', 'Calming', 'Relaxed', 'Couch-lock', 'Body-buzz']"
blue-power,Blue Power,Indica-dominant (80%),"['Blueberry', 'Skunk 1', 'White Widow']",16%,Unknown,"['Pungent', 'Tropical']","['Happy', 'Euphoric']"
blue-rhino,Blue Rhino,Indica-dominant,"['White Rhino', 'Blueberry']",16%,1.9%,"['Sweet', 'Skunk', 'Berry']","['Euphoric', 'Strong', 'Anxious', 'Happy', 'Relaxed']"
blue-spider,Blue Spider,Sativa-dominant,"['Blueberry', 'White Widow']",18%,Unknown,"['Tropical', 'Citrus', 'Berry', 'Pine']","['Calming', 'Uplifting', 'Relaxed', 'Happy', 'Cerebral']"
blue-sunset-sherbert,Blue Sunset Sherbert,Indica-dominant (65%),"['Sunset Sherbet', 'Purple Punch']",28%,Low,"['Fruity', 'Candy', 'Citrus']","['Strong', 'Cerebral', 'Relaxed']"
blue-widow,Blue Widow,Sativa-dominant (60%),"['White Widow', 'Blueberry']",17%,Medium,"['Sour', 'Berry', 'Spicy', 'Pungent', 'Sweet']","['Couch-lock', 'Calming', 'Relaxed', 'Cerebral']"
blue-zkittlez,Blue Zkittlez,Indica-dominant (70%),"['Blue Diamond', 'Zkittlez']",20%,1%,"['Berry', 'Diesel', 'Candy', 'Citrus', 'Earthy']","['Relaxed', 'Body-buzz', 'Tingly']"
blueberry-bud,Blueberry Bud,Indica-dominant,Blueberry,Medium,Unknown,"['Fruity', 'Sweet', 'Blueberry']","['Body-buzz', 'Relaxed', 'Uplifting', 'Long-lasting', 'Euphoric']"
blueberry-cheese,Blueberry Cheese,Indica-dominant,"['White Cheese', 'Blueberry']",18%,Unknown,"['Fruity', 'Berry', 'Musky', 'Cheese', 'Sweet']","['Sociable', 'Happy', 'Talkative', 'Relaxed']"
blueberry-cheesecake,Blueberry Cheesecake,Indica-dominant,"['Cheese', 'Blueberry']",Medium,Unknown,"['Fruity', 'Cheese', 'Pungent', 'Creamy']","['Euphoric', 'Body-buzz', 'Relaxed', 'Energetic', 'Balanced']"
blueberry-cookies,Blueberry Cookies,Indica-dominant (60%),"['Blueberry', 'Girl Scout Cookies']",18%,0.1%,"['Fresh', 'Fruity', 'Blueberry', 'Sweet']","['Relaxed', 'Balanced', 'Uplifting', 'Body-buzz']"
blueberry-haze,Blueberry Haze,Indica/sativa,"['Haze', 'Blueberry']",Medium,Unknown,"['Sweet', 'Fruity', 'Berry']","['Happy', 'Cerebral', 'Euphoric', 'Uplifting', 'Energetic']"
blueberry-headband,Blueberry Headband,Indica-dominant (70%),"['707 Headband', 'Blueberry']",19-23%,0.1%,"['Sweet', 'Anise', 'Spicy']","['Long-lasting', 'Body-buzz', 'Balanced', 'Cerebral']"
blueberry-muffin,Blueberry Muffin,Indica-dominant,"['Purple Panty Dropper', 'Blueberry']",High,Unknown,"['Fresh', 'Blueberry', 'Sweet', 'Vanilla']","['Energetic', 'Body-buzz', 'Strong', 'Balanced']"
blueberry-og,Blueberry OG,Indica-dominant (70%),"['Blueberry', 'OG Kush']",High,Unknown,"['Musky', 'Blueberry', 'Citrus']","['Euphoric', 'Giggly', 'Creative']"
blueberry-punch,Blueberry Punch,Indica-dominant,"['Romulan', 'Blueberry']",High,Unknown,"['Sweet', 'Fresh', 'Earthy']","['Dreamy', 'Long-lasting', 'Sedative', 'Body-buzz']"
